order_item_id,order_id,product_id,quantity,discount
673,335,46,1,5
674,336,30,1,5
675,336,24,5,10
676,337,22,2,20
677,337,52,5,10
678,337,41,5,10
679,338,51,3,0
680,339,45,3,0
681,339,34,5,0
682,340,36,5,0
683,341,35,2,5
684,342,45,5,5
685,342,41,3,10
686,343,44,4,10
687,343,50,3,10
688,344,42,1,5
689,344,31,4,15
690,345,45,5,20
691,346,35,2,0
692,347,9,3,0
693,347,38,3,10
694,348,52,5,5
695,348,13,1,0
696,348,28,3,0
697,349,40,5,10
698,349,42,4,0
699,349,41,3,5
700,350,21,5,20
701,350,25,4,15
702,351,6,2,0
703,352,42,5,20
704,353,29,4,10
705,353,49,2,10
706,353,26,4,15
707,354,16,1,15
708,354,14,1,20
709,354,20,4,20
710,355,19,4,20
711,355,44,1,15
712,356,26,4,0
713,357,7,3,10
714,358,30,1,10
715,358,40,3,10
716,358,41,5,5
717,359,20,3,5
718,359,40,1,10
719,360,27,2,15
720,360,17,4,15
721,360,8,4,20
722,361,12,1,15
723,362,36,1,15
724,363,40,4,5
725,363,51,1,15
726,363,55,3,5
727,364,10,4,5
728,364,16,3,5
729,365,39,1,15
730,366,11,2,20
731,366,28,2,5
732,366,20,2,5
733,367,52,5,0
734,367,31,5,0
735,368,16,5,15
736,368,37,3,5
737,369,37,2,5
738,369,52,1,10
739,370,17,4,5
740,370,20,4,0
741,370,47,3,10
742,371,27,3,0
743,371,18,1,0
744,372,54,4,10
745,372,37,1,5
746,372,31,4,0
747,373,22,1,5
748,373,19,4,5
749,373,16,4,5
750,374,23,1,0
751,375,7,1,20
752,375,15,4,10
753,376,52,1,15
754,376,8,2,20
755,377,48,1,15
756,378,29,5,0
757,378,22,1,0
758,378,30,5,5
759,379,23,1,5
760,379,10,3,0
761,380,16,1,0
762,380,19,2,5
763,381,3,3,5
764,382,39,3,5
765,382,6,1,0
766,383,33,5,10
767,384,31,2,20
768,384,47,5,20
769,384,46,2,5
770,385,10,1,15
771,385,5,1,15
772,385,21,5,20
773,386,7,4,0
774,386,46,3,10
775,386,9,4,10
776,387,43,5,0
777,388,21,5,0
778,388,51,2,20
779,388,12,1,0
780,389,40,1,0
781,389,41,4,10
782,389,6,3,0
783,390,34,4,5
784,390,33,2,20
785,390,28,4,10
786,391,38,1,10
787,391,41,5,0
788,392,17,1,5
789,392,37,4,15
790,392,8,4,20
791,393,9,5,5
792,393,41,3,0
793,393,3,1,0
794,394,27,1,10
795,394,2,5,20
796,395,36,2,15
797,396,46,2,0
798,396,29,2,20
799,397,26,5,15
800,398,12,5,20
801,398,3,3,0
802,398,1,1,10
803,399,6,1,5
804,399,19,3,10
805,399,52,4,15
806,400,11,5,20
807,401,14,1,10
808,401,30,2,10
809,402,5,3,15
810,403,7,2,15
811,403,35,5,10
812,403,24,1,5
813,404,1,3,20
814,405,28,2,5
815,405,44,2,15
816,406,20,4,15
817,406,11,4,0
818,406,19,3,5
819,407,6,5,0
820,407,50,5,5
821,408,51,1,0
822,409,32,3,15
823,409,25,3,5
824,410,11,4,5
825,410,36,2,10
826,410,4,1,20
827,411,16,3,15
828,411,9,1,15
829,411,49,4,5
830,412,10,1,5
831,412,6,4,0
832,412,55,2,0
833,413,24,4,20
834,413,7,5,15
835,414,31,2,0
836,414,30,3,10
837,414,40,3,15
838,415,21,1,0
839,415,51,4,15
840,415,11,2,5
841,416,36,4,15
842,416,11,4,15
843,416,9,3,15
844,417,28,2,15
845,417,53,2,20
846,418,7,2,20
847,418,48,1,5
848,418,41,4,10
849,419,35,3,15
850,419,49,3,5
851,420,18,5,20
852,421,33,3,5
853,422,13,2,20
854,422,4,3,5
855,422,5,3,0
856,423,30,2,10
857,424,53,5,15
858,424,55,4,0
859,425,48,3,15
860,426,38,5,20
861,427,33,1,5
862,428,13,1,20
863,428,42,2,0
864,428,28,5,15
865,429,5,4,15
866,429,36,3,5
867,430,13,3,5
868,431,53,4,15
869,431,6,1,5
870,431,20,5,15
871,432,22,5,15
872,432,35,1,10
873,432,30,1,0
874,433,30,1,10
875,434,23,3,20
876,434,6,5,10
877,434,12,2,5
878,435,16,2,10
879,436,54,1,10
880,436,12,4,20
881,436,55,4,20
882,437,16,2,15
883,438,38,4,20
884,439,14,3,0
885,440,41,3,15
886,441,32,1,5
887,441,8,1,5
888,442,29,4,10
889,442,28,2,20
890,442,14,4,20
891,443,28,2,5
892,444,25,5,0
893,444,13,5,5
894,445,42,4,0
895,445,7,4,20
896,445,4,2,10
897,446,30,2,15
898,446,4,5,0
899,446,31,5,15
900,447,42,3,5
901,448,51,5,15
902,448,30,4,0
903,449,49,5,20
904,449,47,2,15
905,449,41,5,0
906,450,25,4,20
907,450,54,2,5
908,451,26,3,10
909,452,4,2,5
910,453,7,2,20
911,453,13,2,0
912,453,10,4,10
913,454,11,4,0
914,455,29,2,20
915,455,26,5,0
916,456,2,4,20
917,456,31,2,5
918,457,44,4,15
919,458,3,1,15
920,459,24,5,10
921,460,45,1,10
922,461,23,2,10
923,461,48,5,20
924,461,34,2,15
925,462,50,3,15
926,462,47,5,5
927,463,52,1,15
928,463,24,1,15
929,463,25,2,5
930,464,47,2,5
931,465,15,1,0
932,465,34,5,10
933,465,54,1,10
934,466,48,1,10
935,467,42,5,5
936,467,2,3,10
937,467,20,2,5
938,468,18,3,10
939,468,41,4,0
940,469,48,4,15
941,470,35,5,20
942,471,1,4,5
943,472,24,2,15
944,473,17,5,5
945,474,31,5,15
946,474,12,1,15
947,475,38,5,10
948,475,43,2,0
949,475,30,2,20
950,476,6,3,0
951,476,21,2,5
952,477,18,4,5
953,477,7,4,5
954,478,25,4,20
955,479,47,1,5
956,479,51,4,0
957,479,13,1,10
958,480,22,2,20
959,480,4,4,10
960,480,48,3,10
961,481,13,1,20
962,482,11,5,5
963,483,50,3,5
964,483,13,3,15
965,484,41,5,0
966,485,27,3,0
967,486,27,1,10
968,486,26,3,5
969,486,54,4,5
970,487,26,1,0
971,487,51,2,15
972,488,37,1,15
973,489,55,2,0
974,490,27,1,5
975,490,23,3,5
976,490,21,1,5
977,491,7,5,20
978,491,2,2,5
979,491,20,5,20
980,492,27,2,15
981,492,54,5,10
982,493,6,2,15
983,493,14,1,0
984,493,8,1,5
985,494,9,5,15
986,495,12,2,5
987,495,30,3,5
988,496,53,3,5
989,497,41,2,20
990,497,20,1,0
991,498,3,2,20
992,498,51,1,0
993,498,6,2,15
994,499,13,2,5
995,499,12,2,0
996,500,42,5,20
997,500,25,5,20
998,500,23,2,15
999,501,17,4,15
1000,501,16,1,15
1001,501,29,3,20
1002,502,37,2,15
1003,503,50,3,20
1004,503,30,3,10
1005,503,39,1,20
1006,504,52,5,20
1007,504,54,1,0
1008,505,17,1,15
1009,506,47,1,10
1010,507,27,2,15
1011,507,47,2,20
1012,508,11,4,10
1013,508,10,3,0
1014,508,6,5,5
1015,509,4,5,0
1016,509,16,4,20
1017,509,48,5,5
1018,510,35,3,5
1019,510,14,4,10
1020,511,51,4,10
1021,512,50,5,10
1022,512,33,2,5
1023,512,7,4,20
1024,513,50,1,20
1025,513,3,5,20
1026,513,46,1,10
1027,514,54,3,20
1028,515,4,2,15
1029,515,9,5,0
1030,515,50,2,0
1031,516,10,2,15
1032,516,6,1,15
1033,517,15,5,10
1034,518,7,4,0
1035,518,30,2,10
1036,519,34,5,0
1037,520,20,3,0
1038,520,51,4,5
1039,520,26,4,15
1040,521,12,1,15
1041,521,31,3,5
1042,522,2,5,20
1043,522,38,3,10
1044,523,11,5,10
1045,523,21,2,20
1046,524,24,2,20
1047,525,52,3,5
1048,525,44,3,15
1049,525,11,4,10
1050,526,4,2,5
1051,526,2,5,0
1052,527,44,2,20
1053,527,1,3,5
1054,527,26,2,0
1055,528,28,1,5
1056,528,11,5,20
1057,528,26,4,0
1058,529,36,2,5
1059,530,31,1,5
1060,530,49,1,15
1061,530,9,5,20
1062,531,4,3,15
1063,531,39,1,10
1064,532,52,5,0
1065,532,55,5,10
1066,532,47,2,20
1067,533,20,4,0
1068,533,27,2,15
1069,533,51,5,5
1070,534,24,4,20
1071,534,18,3,5
1072,534,15,2,15
1073,535,10,2,5
1074,535,45,1,20
1075,536,38,1,0
1076,536,7,1,20
1077,536,48,4,20
1078,537,12,1,0
1079,538,50,3,15
1080,538,10,2,15
1081,538,42,4,10
1082,539,8,4,0
1083,539,12,1,20
1084,539,20,5,20
1085,540,29,1,5
1086,541,41,5,20
1087,541,37,5,5
1088,542,30,3,5
1089,543,13,4,0
1090,544,23,5,10
1091,544,18,5,20
1092,544,43,4,20
1093,545,26,2,0
1094,545,38,5,0
1095,545,54,2,5
1096,546,55,1,10
1097,546,6,4,20
1098,546,13,1,0
1099,547,33,1,20
1100,547,1,1,15
1101,547,16,1,15
1102,548,18,5,5
1103,548,52,1,10
1104,549,47,5,0
1105,549,28,3,15
1106,550,14,3,15
1107,551,32,1,0
1108,552,23,3,0
1109,552,43,3,5
1110,552,46,1,15
1111,553,43,1,5
1112,553,20,4,5
1113,553,11,5,0
1114,554,34,1,15
1115,555,53,1,0
1116,555,35,3,10
1117,556,10,1,15
1118,556,5,3,5
1119,556,17,2,20
1120,557,49,4,10
1121,558,1,4,15
1122,558,46,1,0
1123,558,28,4,5
1124,559,16,3,0
1125,559,54,3,0
1126,560,44,3,20
1127,560,8,3,15
1128,561,12,4,15
1129,561,27,3,10
1130,562,42,1,20
1131,562,37,2,15
1132,563,31,5,15
1133,564,29,1,10
1134,564,12,2,0
1135,564,8,4,20
1136,565,11,5,15
1137,565,38,1,0
1138,566,49,3,10
1139,567,31,3,0
1140,568,30,2,10
1141,568,37,3,10
1142,569,29,4,10
1143,569,11,4,10
1144,570,30,2,10
1145,571,32,4,0
1146,571,4,4,15
1147,572,20,5,10
1148,573,31,2,0
1149,574,28,3,20
1150,575,53,5,15
1151,576,40,3,15
1152,576,2,4,10
1153,577,55,5,15
1154,577,21,3,0
1155,578,34,5,15
1156,579,42,2,0
1157,580,16,4,10
1158,581,50,3,15
1159,581,6,2,0
1160,581,51,2,10
1161,582,27,1,10
1162,582,31,3,10
1163,583,2,4,0
1164,583,20,2,0
1165,584,16,2,15
1166,584,15,2,15
1167,585,49,4,20
1168,585,8,4,5
1169,585,42,5,0
1170,586,18,1,15
1171,586,28,2,20
1172,587,8,2,15
1173,587,55,2,5
1174,588,35,3,20
1175,588,16,2,15
1176,588,43,4,5
1177,589,9,3,10
1178,590,33,5,15
1179,591,18,4,15
1180,591,34,1,15
1181,592,19,1,20
1182,592,3,1,20
1183,592,29,2,15
1184,593,35,1,5
1185,593,8,5,20
1186,593,9,1,20
1187,594,28,2,15
1188,594,16,1,5
1189,595,48,3,15
1190,595,47,5,5
1191,595,55,1,0
1192,596,42,2,15
1193,597,31,1,0
1194,598,17,4,15
1195,598,20,4,10
1196,598,25,3,0
1197,599,30,4,20
1198,599,33,4,15
1199,599,23,1,20
1200,600,52,1,20
1201,601,53,1,5
1202,601,1,5,10
1203,601,44,2,5
1204,602,2,4,10
1205,602,40,2,0
1206,602,27,5,15
1207,603,28,1,15
1208,604,48,3,10
1209,604,17,1,10
1210,604,11,5,0
1211,605,36,2,20
1212,605,2,2,10
1213,605,50,4,10
1214,606,38,4,5
1215,606,27,5,10
1216,606,25,5,10
1217,607,3,3,0
1218,608,39,2,15
1219,608,47,5,5
1220,608,30,3,0
1221,609,41,1,10
1222,610,32,3,15
1223,611,22,1,5
1224,612,22,2,10
1225,613,31,3,0
1226,614,55,3,20
1227,614,47,2,0
1228,615,53,3,0
1229,615,8,1,15
1230,615,5,2,20
1231,616,5,5,0
1232,617,16,3,20
1233,618,55,4,5
1234,618,15,4,20
1235,618,25,5,0
1236,619,23,4,0
1237,620,54,2,10
1238,621,44,1,15
1239,621,5,2,0
1240,622,30,4,5
1241,622,47,4,0
1242,622,1,5,10
1243,623,44,4,5
1244,623,14,3,20
1245,623,8,3,20
1246,624,32,5,15
1247,624,42,4,0
1248,624,44,4,5
1249,625,20,2,0
1250,625,55,4,0
1251,625,45,1,20
1252,626,5,3,10
1253,626,20,3,0
1254,627,13,5,15
1255,628,24,4,5
1256,629,36,2,15
1257,629,4,2,0
1258,630,39,4,0
1259,630,9,4,20
1260,631,50,3,15
1261,631,34,2,20
1262,631,22,1,15
1263,632,28,3,20
1264,632,11,2,20
1265,633,43,3,5
1266,633,27,5,0
1267,633,35,1,15
1268,634,22,5,15
1269,635,12,3,15
1270,635,16,3,10
1271,636,2,2,5
1272,637,11,3,0
1273,637,9,4,15
1274,637,10,4,0
1275,638,21,5,5
1276,638,26,3,10
1277,638,53,4,10
1278,639,8,2,15
1279,639,13,1,20
1280,640,17,5,10
1281,640,44,2,20
1282,641,18,4,0
1283,642,27,1,15
1284,642,13,2,10
1285,642,53,5,10
1286,643,14,1,20
1287,643,37,1,5
1288,643,39,5,20
1289,644,5,2,10
1290,645,47,3,20
1291,645,46,5,10
1292,645,10,3,15
1293,646,36,3,15
1294,647,4,2,5
1295,647,25,1,15
1296,648,39,2,20
1297,649,4,2,0
1298,649,39,1,15
1299,650,7,2,15
1300,650,22,3,15
1301,651,31,2,10
1302,651,54,2,5
1303,652,28,5,5
1304,652,9,5,0
1305,652,22,2,10
1306,653,23,1,20
1307,654,26,4,5
1308,654,25,1,0
1309,655,21,3,15
1310,655,35,4,5
1311,655,40,1,0
1312,656,44,5,5
1313,656,17,1,5
1314,657,19,4,10
1315,658,27,4,15
1316,659,55,5,20
1317,659,4,3,0
1318,659,47,3,10
1319,660,49,5,5
1320,660,55,3,15
1321,661,41,2,10
1322,661,22,5,20
1323,662,27,4,20
1324,663,7,4,0
1325,664,21,1,0
1326,665,45,1,0
1327,665,9,1,10
1328,665,33,3,20
1329,666,10,3,0
1330,666,48,5,20
1331,666,1,2,0
1332,667,37,5,10
1333,668,22,2,15
1334,668,49,5,5
1335,669,28,4,15
1336,669,46,3,5
1337,670,20,2,5
1338,670,42,3,10
1339,670,32,1,5
1340,671,43,5,5
1341,671,9,3,20
1342,671,26,4,20
1343,672,19,5,15
1344,673,33,5,10
1345,674,42,5,20
1346,674,21,1,10
1347,674,15,4,0
1348,675,29,4,5
1349,675,32,5,15
1350,675,20,3,15
1351,676,18,3,15
1352,676,38,4,15
1353,677,36,1,20
1354,678,8,4,20
1355,678,25,1,20
1356,679,33,3,5
1357,679,32,2,15
1358,679,26,4,15
1359,680,2,2,0
