payment_id,order_id,payment_method,payment_status
664,664,Credit Card,Paid
665,665,UPI,Paid
666,666,UPI,Paid
667,667,Net Banking,Paid
668,668,UPI,Paid
669,669,UPI,Paid
670,670,Net Banking,Paid
671,671,Cash,Paid
672,672,Debit Card,Paid
673,673,Wallet,Paid
674,674,Credit Card,Paid
675,675,Net Banking,Paid
676,676,Debit Card,Paid
677,677,UPI,Paid
678,678,Wallet,Paid
679,679,Net Banking,Paid
680,680,Credit Card,Paid
681,681,Debit Card,Paid
682,682,Cash,Paid
683,683,Cash,Paid
684,684,Net Banking,Paid
685,685,Wallet,Pending
686,686,Cash,Paid
687,687,Cash,Paid
688,688,Credit Card,Paid
689,689,UPI,Paid
690,690,UPI,Paid
691,691,Credit Card,Paid
692,692,Wallet,Paid
693,693,Debit Card,Paid
694,694,Net Banking,Paid
695,695,UPI,Paid
696,696,Credit Card,Paid
697,697,UPI,Pending
698,698,Wallet,Paid
699,699,Cash,Pending
700,700,Cash,Paid
701,701,Cash,Paid
702,702,Cash,Paid
703,703,Wallet,Paid
704,704,Cash,Paid
705,705,UPI,Paid
706,706,Net Banking,Paid
707,707,Wallet,Paid
708,708,Cash,Paid
709,709,Net Banking,Paid
710,710,Net Banking,Paid
711,711,Wallet,Paid
712,712,Credit Card,Paid
713,713,Cash,Paid
714,714,Debit Card,Pending
715,715,Debit Card,Pending
716,716,Credit Card,Paid
717,717,UPI,Paid
718,718,Net Banking,Paid
719,719,Wallet,Paid
720,720,Credit Card,Paid
721,721,Wallet,Paid
722,722,Debit Card,Paid
723,723,Cash,Paid
724,724,UPI,Paid
725,725,Debit Card,Paid
726,726,Wallet,Paid
727,727,UPI,Paid
728,728,Credit Card,Paid
729,729,Wallet,Paid
730,730,Cash,Paid
731,731,Wallet,Paid
732,732,Net Banking,Paid
733,733,Cash,Paid
734,734,Cash,Paid
735,735,Cash,Paid
736,736,Net Banking,Paid
737,737,UPI,Paid
738,738,UPI,Paid
739,739,Wallet,Paid
740,740,UPI,Paid
741,741,Wallet,Paid
742,742,Cash,Paid
743,743,Cash,Paid
744,744,Wallet,Paid
745,745,Credit Card,Paid
746,746,Cash,Paid
747,747,UPI,Paid
748,748,Wallet,Paid
749,749,Wallet,Paid
750,750,Wallet,Paid
751,751,UPI,Paid
752,752,Cash,Paid
753,753,Cash,Paid
754,754,UPI,Paid
755,755,Debit Card,Paid
756,756,Wallet,Paid
757,757,Cash,Pending
758,758,Net Banking,Paid
759,759,Cash,Paid
760,760,Net Banking,Paid
761,761,Credit Card,Paid
762,762,Wallet,Paid
763,763,Net Banking,Paid
764,764,Net Banking,Paid
765,765,UPI,Paid
766,766,Debit Card,Paid
767,767,Credit Card,Paid
768,768,Debit Card,Pending
769,769,Wallet,Paid
770,770,Credit Card,Paid
771,771,Debit Card,Paid
772,772,Debit Card,Paid
773,773,UPI,Paid
774,774,Cash,Paid
775,775,Wallet,Paid
776,776,Net Banking,Pending
777,777,Credit Card,Paid
778,778,UPI,Paid
779,779,Net Banking,Paid
780,780,Debit Card,Paid
781,781,Credit Card,Paid
782,782,UPI,Paid
783,783,Wallet,Paid
784,784,Cash,Paid
785,785,Debit Card,Paid
786,786,Net Banking,Paid
787,787,Cash,Paid
788,788,Net Banking,Paid
789,789,Debit Card,Paid
790,790,Wallet,Paid
791,791,UPI,Paid
792,792,UPI,Paid
793,793,Cash,Paid
794,794,Wallet,Paid
795,795,Net Banking,Paid
796,796,UPI,Pending
797,797,Wallet,Paid
798,798,Credit Card,Paid
799,799,Credit Card,Paid
800,800,Credit Card,Paid
801,801,Cash,Paid
802,802,Debit Card,Paid
803,803,Cash,Paid
804,804,UPI,Paid
805,805,Net Banking,Paid
806,806,Net Banking,Paid
807,807,Credit Card,Paid
808,808,Wallet,Paid
809,809,Cash,Paid
810,810,Wallet,Paid
811,811,UPI,Paid
812,812,UPI,Paid
813,813,Cash,Paid
814,814,Cash,Paid
815,815,Wallet,Paid
816,816,Cash,Paid
817,817,Net Banking,Paid
818,818,Debit Card,Paid
819,819,Credit Card,Paid
820,820,Credit Card,Paid
821,821,Cash,Paid
822,822,Net Banking,Paid
823,823,Net Banking,Paid
824,824,Net Banking,Paid
825,825,Wallet,Paid
826,826,Cash,Paid
827,827,Credit Card,Paid
828,828,Wallet,Paid
829,829,Credit Card,Paid
830,830,UPI,Paid
831,831,Debit Card,Paid
832,832,UPI,Paid
833,833,Net Banking,Paid
834,834,Credit Card,Paid
835,835,Net Banking,Paid
836,836,UPI,Paid
837,837,UPI,Paid
838,838,Credit Card,Paid
839,839,UPI,Paid
840,840,UPI,Paid
841,841,Net Banking,Paid
842,842,Wallet,Paid
843,843,Wallet,Paid
844,844,UPI,Paid
845,845,Wallet,Paid
846,846,UPI,Paid
847,847,UPI,Paid
848,848,UPI,Paid
849,849,UPI,Paid
850,850,Credit Card,Paid
851,851,Cash,Paid
852,852,Cash,Paid
853,853,Debit Card,Paid
854,854,Cash,Paid
855,855,Net Banking,Paid
856,856,UPI,Paid
857,857,Credit Card,Paid
858,858,Cash,Paid
859,859,UPI,Paid
860,860,Net Banking,Pending
861,861,Net Banking,Paid
862,862,Wallet,Paid
863,863,Wallet,Paid
864,864,Cash,Paid
865,865,Debit Card,Paid
866,866,Net Banking,Paid
867,867,Net Banking,Paid
868,868,Cash,Paid
869,869,Debit Card,Paid
870,870,UPI,Paid
871,871,Credit Card,Paid
872,872,Wallet,Paid
873,873,Cash,Paid
874,874,Cash,Paid
875,875,Cash,Paid
876,876,Debit Card,Paid
877,877,Wallet,Paid
878,878,UPI,Paid
879,879,Debit Card,Paid
880,880,UPI,Paid
881,881,Net Banking,Paid
882,882,Cash,Paid
883,883,Wallet,Paid
884,884,Wallet,Pending
885,885,Cash,Paid
886,886,Debit Card,Paid
887,887,Net Banking,Paid
888,888,Cash,Paid
889,889,Wallet,Paid
890,890,Net Banking,Paid
891,891,Credit Card,Paid
892,892,Debit Card,Paid
893,893,Net Banking,Paid
894,894,Cash,Paid
895,895,Debit Card,Paid
896,896,Net Banking,Paid
897,897,UPI,Paid
898,898,Credit Card,Paid
899,899,Debit Card,Paid
900,900,Debit Card,Paid
901,901,Cash,Paid
902,902,Net Banking,Paid
903,903,Credit Card,Paid
904,904,Wallet,Paid
905,905,Credit Card,Paid
906,906,Debit Card,Paid
907,907,Credit Card,Paid
908,908,Debit Card,Paid
909,909,UPI,Paid
910,910,Debit Card,Paid
911,911,Net Banking,Paid
912,912,Cash,Paid
913,913,Wallet,Paid
914,914,Net Banking,Paid
915,915,Cash,Paid
916,916,UPI,Paid
917,917,Cash,Paid
918,918,Cash,Paid
919,919,UPI,Paid
920,920,Cash,Paid
921,921,UPI,Paid
922,922,Wallet,Paid
923,923,Cash,Paid
924,924,UPI,Paid
925,925,Debit Card,Paid
926,926,Wallet,Paid
927,927,Cash,Paid
928,928,UPI,Paid
929,929,Debit Card,Pending
930,930,Debit Card,Paid
931,931,Wallet,Paid
932,932,UPI,Paid
933,933,Cash,Paid
934,934,Wallet,Paid
935,935,UPI,Paid
936,936,Wallet,Paid
937,937,Debit Card,Paid
938,938,Net Banking,Paid
939,939,Net Banking,Paid
940,940,UPI,Paid
941,941,Net Banking,Paid
942,942,Cash,Paid
943,943,Net Banking,Paid
944,944,Credit Card,Paid
945,945,Cash,Paid
946,946,UPI,Paid
947,947,Cash,Paid
948,948,Credit Card,Pending
949,949,Wallet,Paid
950,950,Net Banking,Paid
951,951,Wallet,Paid
952,952,Cash,Paid
953,953,Net Banking,Paid
954,954,Credit Card,Paid
955,955,Net Banking,Paid
956,956,UPI,Paid
957,957,Cash,Paid
958,958,Wallet,Paid
959,959,UPI,Paid
960,960,Net Banking,Paid
961,961,Credit Card,Paid
962,962,Credit Card,Paid
963,963,Wallet,Paid
964,964,Credit Card,Paid
965,965,Cash,Paid
966,966,Net Banking,Paid
967,967,Net Banking,Paid
968,968,Wallet,Paid
969,969,Credit Card,Paid
970,970,UPI,Paid
971,971,Credit Card,Paid
972,972,Debit Card,Paid
973,973,UPI,Paid
974,974,Wallet,Paid
975,975,Debit Card,Paid
976,976,Debit Card,Paid
977,977,Wallet,Paid
978,978,Net Banking,Paid
979,979,Wallet,Paid
980,980,UPI,Paid
981,981,Cash,Paid
982,982,Cash,Paid
983,983,Wallet,Paid
984,984,Cash,Paid
985,985,Cash,Paid
986,986,Wallet,Paid
987,987,Net Banking,Paid
988,988,Net Banking,Paid
989,989,Wallet,Paid
990,990,Wallet,Paid
991,991,Wallet,Paid
992,992,Cash,Paid
993,993,Debit Card,Paid
994,994,Net Banking,Paid
995,995,Credit Card,Paid
996,996,Net Banking,Paid
997,997,UPI,Paid
998,998,Cash,Paid
999,999,Net Banking,Paid
1000,1000,UPI,Paid
1001,1001,Wallet,Pending
1002,1002,Wallet,Pending
1003,1003,Debit Card,Paid
1004,1004,Cash,Paid
1005,1005,Debit Card,Paid
1006,1006,UPI,Pending
1007,1007,Wallet,Paid
1008,1008,Debit Card,Paid
1009,1009,Debit Card,Paid
1010,1010,Cash,Paid
1011,1011,Credit Card,Paid
1012,1012,UPI,Paid
1013,1013,Credit Card,Paid
1014,1014,UPI,Paid
1015,1015,Credit Card,Paid
1016,1016,Debit Card,Paid
1017,1017,UPI,Paid
1018,1018,Credit Card,Paid
1019,1019,UPI,Paid
1020,1020,UPI,Paid
1021,1021,Wallet,Paid
1022,1022,Wallet,Paid
1023,1023,Wallet,Paid
1024,1024,Cash,Paid
1025,1025,Cash,Paid
1026,1026,Debit Card,Paid
1027,1027,Debit Card,Pending
1028,1028,UPI,Paid
1029,1029,Credit Card,Pending
1030,1030,Credit Card,Paid
1031,1031,Debit Card,Paid
1032,1032,Credit Card,Paid
1033,1033,Net Banking,Paid
1034,1034,Cash,Paid
1035,1035,Cash,Paid
1036,1036,Wallet,Paid
1037,1037,Net Banking,Paid
1038,1038,Cash,Pending
1039,1039,Cash,Paid
1040,1040,Wallet,Paid
1041,1041,Net Banking,Paid
1042,1042,Wallet,Paid
1043,1043,Debit Card,Paid
1044,1044,Debit Card,Paid
1045,1045,UPI,Paid
1046,1046,Wallet,Paid
1047,1047,Credit Card,Paid
1048,1048,Debit Card,Paid
1049,1049,Debit Card,Paid
1050,1050,Credit Card,Paid
1051,1051,Wallet,Paid
1052,1052,Wallet,Paid
1053,1053,Wallet,Paid
1054,1054,Cash,Paid
1055,1055,Cash,Paid
1056,1056,UPI,Paid
