order_id,customer_id,store_id,order_date
164,1564,8,2025-03-09
165,1718,4,2023-04-02
166,7061,10,2023-05-09
167,9852,10,2025-04-14
168,5732,3,2022-12-02
169,3519,4,2022-09-18
170,4557,3,2024-01-27
171,8782,4,2023-09-07
172,5012,6,2025-01-15
173,6913,3,2022-03-29
174,6204,8,2022-08-21
175,4453,4,2022-05-16
176,9991,9,2023-06-04
177,8682,3,2025-08-26
178,9447,5,2023-09-11
179,3980,5,2024-07-22
180,7463,3,2022-04-17
181,7673,2,2024-06-19
182,251,1,2023-04-03
183,3800,7,2022-02-28
184,393,6,2022-09-03
185,6391,7,2024-12-08
186,8798,8,2023-04-25
187,302,1,2022-02-01
188,3360,4,2024-03-03
189,2884,2,2025-02-04
190,3546,1,2025-04-01
191,8243,6,2023-03-08
192,6218,1,2023-04-10
193,4147,8,2022-10-21
194,792,10,2025-08-16
195,475,1,2023-11-21
196,5581,6,2025-03-17
197,7522,1,2023-04-14
198,6216,4,2025-09-17
199,2895,8,2025-08-13
200,4710,7,2025-01-19
201,1009,3,2023-04-15
202,4336,2,2025-02-17
203,9311,9,2025-05-22
204,3701,7,2023-10-23
205,2543,9,2022-02-13
206,6473,1,2022-02-13
207,621,5,2022-08-27
208,4318,6,2022-08-20
209,9035,4,2024-12-25
210,9925,5,2022-09-23
211,8536,4,2024-01-22
212,8522,8,2023-04-21
213,7048,6,2022-09-08
214,4953,6,2025-07-17
215,9563,5,2023-08-09
216,221,2,2024-05-02
217,2368,4,2023-11-26
218,1554,7,2022-04-01
219,6806,9,2022-03-17
220,1893,2,2022-05-17
221,1625,1,2022-03-16
222,1143,9,2023-04-26
223,8259,8,2024-06-05
224,704,4,2022-04-02
225,1507,1,2025-04-29
226,6874,2,2023-03-24
227,3038,10,2022-02-14
228,4179,8,2022-11-21
229,6582,5,2023-01-29
230,7893,4,2024-11-01
231,23,3,2022-09-27
232,9558,2,2025-10-13
233,1972,10,2022-09-29
234,8399,1,2025-03-15
235,3559,1,2025-03-02
236,1595,1,2022-08-27
237,8823,7,2024-04-02
238,6334,6,2025-08-04
239,8613,2,2023-10-08
240,4702,10,2024-08-22
241,7343,4,2024-03-06
242,8560,8,2022-12-28
243,1936,4,2022-12-18
244,4056,6,2025-04-04
245,453,9,2024-08-25
246,7308,10,2023-11-21
247,6374,5,2025-03-16
248,4777,8,2023-09-08
249,5754,4,2024-11-22
250,7639,3,2022-11-05
251,510,4,2024-10-01
252,3178,1,2024-11-15
253,5929,6,2025-05-07
254,2846,3,2022-01-27
255,9178,4,2023-10-28
256,7781,5,2023-07-22
257,3766,4,2023-09-09
258,4978,8,2024-04-17
259,956,4,2022-07-05
260,7994,2,2022-12-02
261,8012,6,2023-05-24
262,1963,6,2025-06-16
263,6875,10,2025-09-26
264,2783,5,2025-07-02
265,1133,8,2023-12-19
266,8532,8,2024-12-29
267,179,3,2022-03-15
268,89,6,2025-10-02
269,7474,10,2024-05-09
270,6929,9,2023-11-11
271,3261,9,2024-04-26
272,3455,10,2024-10-09
273,3735,4,2024-10-08
274,9600,9,2025-07-10
275,1822,4,2022-05-07
276,6913,6,2024-11-07
277,9313,2,2022-02-02
278,7951,5,2023-08-12
279,8671,6,2022-09-03
280,1415,8,2024-11-16
281,1853,8,2023-08-06
282,1305,10,2023-12-22
283,4357,7,2023-05-30
284,7781,6,2022-11-02
285,344,9,2025-02-11
286,3405,2,2025-07-17
287,5620,6,2023-07-17
288,8051,9,2022-03-05
289,5384,4,2022-01-21
290,3747,2,2023-01-06
291,3727,4,2023-07-11
292,191,10,2023-05-10
293,3370,4,2024-04-22
294,1826,5,2025-06-29
295,6789,1,2022-03-03
296,1457,9,2025-06-12
297,6080,7,2023-01-15
298,6832,6,2024-02-13
299,3859,2,2022-12-01
300,1434,1,2024-08-19
301,8117,1,2023-05-08
302,6770,1,2024-12-17
303,9958,10,2023-01-28
304,1305,7,2023-11-20
305,6991,3,2025-05-14
306,8306,2,2023-06-12
307,5933,10,2022-01-04
308,7755,6,2024-05-21
309,4888,6,2023-03-22
310,9268,3,2025-12-14
311,7051,4,2023-07-23
312,9756,1,2022-12-07
313,8927,4,2023-05-20
314,3182,5,2022-01-11
315,8067,10,2023-12-07
316,4022,1,2025-12-03
317,5592,8,2025-11-20
318,7343,2,2025-07-01
319,1327,4,2025-05-08
320,3734,4,2024-11-02
321,331,9,2022-08-23
322,5633,1,2024-01-18
323,8821,6,2024-03-17
324,6615,7,2023-07-07
325,618,8,2022-08-27
326,1997,4,2023-01-24
327,639,6,2022-01-02
328,7124,4,2022-11-16
329,1224,8,2024-02-08
330,2491,10,2024-07-03
331,919,5,2025-01-14
332,5593,10,2023-01-11
333,4055,6,2025-05-13
334,7045,8,2022-03-16
335,1730,1,2024-03-10
336,9164,10,2023-03-10
337,5980,2,2022-06-04
338,3023,1,2023-08-07
339,1387,10,2025-10-18
340,1242,4,2023-07-12
341,5496,1,2025-03-30
342,9515,9,2025-12-19
343,4860,5,2025-11-16
344,7550,1,2023-11-11
345,1083,6,2023-07-24
346,3522,8,2023-12-01
347,8472,10,2022-06-24
348,9703,6,2023-01-14
349,3804,3,2022-11-27
350,9770,1,2022-07-18
351,4641,3,2023-09-24
352,3833,6,2024-11-16
353,5524,1,2023-11-18
354,6603,7,2023-06-01
355,5788,6,2023-02-20
356,5639,3,2023-09-06
357,5517,2,2024-01-21
358,9415,4,2024-10-29
359,7486,9,2024-01-12
360,9159,7,2025-12-18
361,7249,5,2024-12-10
362,5343,4,2025-12-01
363,6568,6,2022-06-25
364,7245,1,2025-06-03
365,8758,7,2022-11-19
366,8625,1,2024-08-27
367,5931,1,2023-07-27
368,7686,3,2022-08-19
369,4564,6,2024-06-21
370,6883,10,2025-03-23
371,6674,6,2024-03-12
372,459,9,2023-05-29
373,7902,1,2025-02-11
374,7684,6,2025-11-29
375,5512,4,2023-02-21
376,4434,7,2024-07-21
377,8493,2,2024-01-12
378,4748,7,2025-03-30
379,3979,10,2022-03-23
380,402,6,2025-10-03
381,1565,6,2022-04-15
382,8611,3,2023-04-16
383,856,6,2023-02-01
384,887,5,2022-09-08
385,3188,6,2025-12-27
386,497,3,2025-08-07
387,895,9,2024-06-30
388,8044,6,2024-07-16
389,3521,9,2022-12-21
390,7157,10,2024-11-11
391,2973,10,2024-11-19
392,8485,10,2023-01-10
393,4401,9,2025-03-06
394,9242,4,2024-09-17
395,9402,2,2022-03-09
396,9827,1,2023-03-17
397,1866,2,2022-09-06
398,8181,2,2023-09-05
399,9394,1,2022-01-07
400,9880,8,2025-04-14
401,3135,6,2025-12-13
402,16,10,2025-12-23
403,2854,8,2025-04-20
404,1677,4,2023-02-17
405,9438,4,2023-04-05
406,8747,3,2022-12-29
407,1828,9,2023-04-29
408,3743,8,2022-01-16
409,9878,9,2022-01-12
410,2558,9,2022-06-23
411,5991,3,2022-03-24
412,6560,1,2022-09-02
413,492,10,2025-03-14
414,9012,8,2025-08-18
415,8187,10,2023-08-24
416,1508,2,2023-03-02
417,7456,2,2025-01-15
418,8607,10,2022-12-31
419,9322,6,2022-06-16
420,6853,2,2024-12-11
421,5257,7,2023-10-29
422,3775,3,2023-07-29
423,5132,4,2022-07-21
424,1224,6,2024-03-02
425,3259,2,2025-08-26
426,9028,5,2025-04-22
427,4359,8,2023-10-03
428,4683,4,2022-10-10
429,8434,6,2022-03-15
430,1481,9,2022-02-18
431,7693,3,2025-11-04
432,3534,5,2023-10-02
433,2814,8,2022-07-19
434,5526,5,2023-03-02
435,4784,1,2022-07-25
436,7125,2,2022-05-05
437,7130,1,2023-08-01
438,9414,3,2024-06-06
439,1830,1,2022-06-13
440,7942,1,2025-01-25
441,5237,6,2023-02-22
442,8223,4,2024-01-30
443,5565,8,2025-03-04
444,6206,8,2024-07-01
445,7094,9,2024-06-07
446,4193,5,2024-01-05
447,6042,6,2024-04-22
448,8995,5,2023-07-27
449,6951,9,2024-08-13
450,5254,8,2024-06-07
451,5503,5,2025-10-25
452,4636,4,2023-12-05
453,4239,4,2025-02-22
454,3919,6,2025-08-12
455,3009,4,2022-07-31
456,7428,1,2024-02-23
457,8003,8,2024-06-14
458,8826,10,2025-06-21
459,2213,6,2024-05-19
460,7455,1,2023-10-29
461,9408,7,2024-08-07
462,8785,9,2025-03-13
463,1918,3,2025-11-17
464,1161,8,2022-01-18
465,5160,8,2025-07-14
466,2572,5,2024-07-24
467,1090,1,2024-11-27
468,4500,4,2024-04-12
469,9867,8,2024-09-27
470,3026,9,2023-10-05
471,5819,7,2022-08-09
472,6012,2,2022-07-25
473,7087,6,2022-09-21
474,3213,7,2023-08-20
475,2967,8,2024-01-10
476,1469,2,2025-06-20
477,7598,8,2023-02-16
478,7864,3,2025-06-09
479,2321,1,2025-02-17
480,6153,3,2022-04-03
481,9980,3,2025-03-05
482,3589,4,2024-12-15
483,4597,6,2025-02-11
484,3295,4,2022-10-06
485,7319,4,2023-09-02
486,3252,8,2025-12-31
487,5394,4,2023-05-13
488,2872,4,2025-02-14
489,8652,9,2025-04-19
490,7701,7,2023-02-17
491,21,7,2023-07-17
492,1755,3,2023-06-03
493,748,5,2025-08-21
494,2047,1,2022-05-24
495,4225,5,2023-01-20
496,5210,10,2022-06-14
497,33,4,2025-07-11
498,2368,1,2025-01-21
499,3934,5,2022-07-18
500,2069,3,2024-04-29
501,6399,9,2022-05-27
502,699,7,2023-11-17
503,7567,9,2023-12-27
504,7728,8,2025-04-29
505,3741,1,2023-07-30
506,675,2,2022-08-04
507,3516,2,2023-04-06
508,4368,8,2025-12-11
509,3665,10,2025-04-25
510,3796,6,2025-01-24
511,9487,6,2023-08-12
512,7994,7,2023-08-26
513,2582,7,2022-05-05
514,9093,1,2024-07-09
515,7412,4,2025-07-29
516,9578,10,2024-07-02
517,5428,2,2022-11-26
518,1957,4,2023-04-20
519,8992,1,2025-09-09
520,1651,8,2023-06-05
521,429,10,2024-09-19
522,7084,5,2024-04-14
523,4980,9,2023-02-23
524,4460,2,2023-04-23
525,8740,2,2025-03-23
526,8777,6,2025-12-04
527,5930,9,2025-06-17
528,58,7,2023-06-15
529,520,10,2025-06-10
530,3291,4,2024-06-12
531,7973,6,2024-12-01
532,8865,1,2022-12-25
533,6317,7,2025-07-03
534,5048,2,2023-09-15
535,889,9,2022-04-14
536,4435,10,2025-12-15
537,9912,1,2025-03-18
538,5374,7,2024-12-12
539,4844,3,2024-10-15
540,2532,4,2024-06-01
541,390,1,2024-09-16
542,7787,6,2024-06-17
543,7379,5,2023-05-27
544,7210,3,2025-03-09
545,4089,10,2022-09-09
546,9842,8,2022-12-05
547,9449,4,2024-04-05
548,9896,7,2023-12-27
549,328,1,2025-11-03
550,9146,1,2023-10-26
551,5664,3,2023-04-30
552,7508,7,2025-07-26
553,1912,10,2024-06-07
554,1453,1,2025-12-15
555,6772,3,2023-05-13
556,8423,5,2022-02-18
557,5962,9,2023-04-06
558,4979,9,2022-11-21
559,9693,10,2025-03-01
560,9661,6,2025-09-29
561,5377,6,2022-10-11
562,7822,9,2024-02-26
563,6537,7,2023-01-29
564,2114,7,2022-01-02
565,9912,3,2023-02-05
566,9459,8,2024-03-29
567,5105,2,2024-02-03
568,474,1,2022-06-25
569,849,1,2024-12-30
570,4491,10,2023-10-04
571,1940,7,2024-08-13
572,4061,6,2024-12-26
573,3735,3,2023-05-18
574,9388,1,2025-05-20
575,4491,3,2025-06-20
576,4795,3,2025-11-05
577,4964,1,2024-01-29
578,7813,10,2025-10-01
579,5808,6,2024-11-21
580,2147,7,2025-05-07
581,2844,10,2022-09-05
582,8484,8,2023-11-16
583,7667,7,2024-07-02
584,4679,3,2023-09-17
585,8056,8,2024-11-30
586,768,2,2023-10-12
587,4197,5,2022-08-26
588,8331,9,2024-06-06
589,6924,6,2024-03-27
590,4631,9,2025-04-27
591,3745,2,2023-10-25
592,9099,3,2024-02-25
593,4136,4,2024-08-05
594,3802,6,2025-01-15
595,7123,6,2023-04-05
596,7418,9,2022-03-29
597,1817,8,2023-11-30
598,9707,1,2022-06-21
599,4456,2,2023-06-22
600,1112,7,2022-10-12
601,3477,1,2023-03-20
602,7533,2,2022-12-18
603,2189,8,2022-01-30
604,6830,4,2023-09-23
605,9129,5,2022-10-14
606,3299,3,2023-08-01
607,1212,9,2023-12-29
608,8968,5,2025-06-23
609,6630,2,2025-09-09
610,4800,6,2023-12-22
611,904,4,2025-06-13
612,156,3,2024-11-07
613,6979,6,2022-10-05
614,5567,9,2024-01-06
615,2801,3,2022-12-12
616,8524,8,2022-12-16
617,5938,7,2024-04-14
618,4486,9,2024-01-17
619,3341,1,2022-03-01
620,6408,4,2025-07-24
621,8479,7,2023-10-03
622,3165,4,2025-01-21
623,1827,7,2024-04-06
624,5197,2,2023-07-17
625,8377,8,2022-04-04
626,6706,7,2024-10-24
627,6873,1,2023-03-01
628,6487,10,2022-02-11
629,7915,8,2023-02-20
630,499,8,2024-03-22
631,3123,9,2025-06-23
632,1827,9,2025-05-26
633,8290,4,2025-07-28
634,9674,3,2024-07-04
635,9370,6,2023-12-17
636,3007,6,2023-08-12
637,9730,2,2024-12-15
638,9086,7,2025-10-20
639,8891,4,2025-10-15
640,2415,8,2022-11-21
641,4241,3,2023-04-17
642,3639,3,2023-06-07
643,39,9,2023-09-14
644,3965,3,2025-07-25
645,7584,9,2025-12-20
646,2466,10,2024-06-10
647,1387,8,2023-04-23
648,2210,8,2023-09-08
649,9377,4,2024-06-02
650,187,9,2022-10-06
651,4925,10,2022-03-18
652,131,2,2025-03-19
653,7100,7,2022-10-18
654,1156,7,2023-05-02
655,555,8,2022-10-22
656,1408,4,2022-09-22
657,8782,4,2022-07-14
658,9065,10,2022-10-04
659,6370,9,2022-06-16
660,6974,8,2025-11-23
661,8067,4,2022-11-05
662,336,3,2023-05-25
663,2262,7,2023-09-07
664,4012,10,2023-10-20
665,6851,8,2025-02-21
666,480,1,2023-06-17
667,5748,8,2022-07-14
668,9880,5,2023-07-10
669,6158,10,2025-06-25
670,813,10,2024-05-07
671,3261,3,2022-08-26
672,2263,2,2024-12-12
673,4525,5,2024-03-06
674,3667,7,2022-03-03
675,9116,4,2022-08-12
676,9053,6,2023-07-14
677,1531,9,2024-01-31
678,5380,3,2023-05-30
679,9970,4,2025-05-02
680,7900,6,2022-10-04
681,1936,9,2022-11-10
682,7463,6,2022-04-24
683,4093,1,2023-12-19
684,4515,4,2024-09-14
685,5450,2,2022-06-26
686,8608,4,2023-08-01
687,178,4,2022-11-30
688,4168,6,2022-12-11
689,8842,7,2024-03-21
690,4001,10,2022-08-13
691,1181,7,2025-04-18
692,78,9,2022-07-03
693,5440,5,2023-01-22
694,5816,5,2023-04-22
695,3523,3,2023-05-03
696,73,7,2024-11-19
697,705,7,2023-03-25
698,5455,2,2025-07-31
699,8985,5,2023-11-19
700,5315,9,2025-08-13
701,2957,5,2022-06-12
702,5310,3,2022-03-14
703,8468,2,2025-08-07
704,7655,1,2025-11-17
705,2902,7,2022-01-21
706,2644,7,2023-05-23
707,6709,4,2022-12-11
708,3881,9,2022-09-29
709,239,8,2024-01-31
710,8510,10,2025-04-11
711,1943,1,2025-07-30
712,7275,10,2024-11-27
713,762,6,2024-10-08
714,7648,8,2023-08-17
715,246,2,2023-08-14
716,9764,6,2024-05-16
717,3675,6,2022-08-05
718,5206,8,2023-09-22
719,7869,8,2024-04-22
720,1815,9,2022-11-12
721,8232,2,2022-11-21
722,7584,5,2024-01-06
723,857,2,2022-09-27
724,1992,6,2024-09-04
725,4004,3,2024-03-13
726,827,5,2023-07-19
727,4917,4,2024-02-23
728,4542,7,2025-01-18
729,9853,2,2024-09-26
730,6297,6,2023-10-04
731,2473,4,2024-11-15
732,6149,3,2024-10-01
733,4096,9,2024-08-17
734,1610,9,2022-09-07
735,8402,8,2024-02-04
736,5270,1,2024-03-21
737,7677,9,2022-09-01
738,1698,7,2023-07-10
739,138,6,2025-11-05
740,2571,3,2023-12-14
741,3308,4,2023-02-08
742,8255,6,2024-12-12
743,8315,4,2025-09-03
744,8789,9,2023-08-13
745,8080,3,2024-12-01
746,3059,8,2024-09-29
747,3950,7,2023-10-22
748,1364,9,2023-04-25
749,4624,2,2023-10-28
750,4108,6,2025-10-20
751,3440,2,2022-07-06
752,3379,10,2022-07-25
753,931,8,2025-07-09
754,7801,6,2025-11-12
755,9074,4,2025-11-16
756,8065,5,2024-08-14
757,704,9,2025-03-02
758,8146,5,2024-01-24
759,1790,7,2024-03-07
760,3867,8,2024-05-31
761,801,7,2025-11-08
762,5796,1,2025-08-16
763,9697,1,2022-03-17
764,3803,6,2024-10-14
765,361,9,2022-10-01
766,1369,3,2022-01-26
767,7513,6,2022-10-22
768,7844,5,2025-11-26
769,1367,8,2025-08-07
770,5963,8,2025-03-13
771,3897,9,2025-07-28
772,5753,9,2025-11-15
773,9084,2,2024-08-18
774,1569,4,2022-11-02
775,3582,2,2023-10-04
776,9028,5,2022-11-22
777,4011,5,2024-06-01
778,1401,7,2025-12-22
779,9267,8,2023-08-04
780,9624,3,2023-08-20
781,9969,3,2025-08-27
782,3112,4,2022-11-10
783,5579,4,2024-03-05
784,5609,1,2022-12-25
785,2186,8,2022-11-28
786,1650,5,2024-01-20
787,6359,8,2023-05-10
788,9658,3,2024-10-20
789,2934,2,2022-06-30
790,9330,4,2022-06-04
791,4025,2,2024-09-21
792,2105,8,2023-12-12
793,9153,6,2023-12-27
794,7862,4,2025-06-26
795,6802,4,2022-07-14
796,2558,9,2024-05-11
797,1060,7,2025-01-15
798,637,3,2025-01-20
799,2454,10,2024-07-08
800,2605,8,2024-03-05
801,4307,5,2023-06-19
802,9364,2,2023-02-26
803,497,4,2023-12-03
804,5848,7,2025-01-19
805,8876,3,2022-07-24
806,1690,4,2024-10-18
807,8751,1,2025-03-11
808,2027,2,2025-08-22
809,8305,4,2024-12-06
810,4353,6,2025-03-05
811,6968,4,2022-02-21
812,6966,9,2024-03-24
813,8435,8,2023-04-25
814,2395,7,2023-12-19
815,4377,1,2022-01-30
816,9030,4,2022-08-09
817,8551,6,2022-11-27
818,385,3,2022-03-30
819,8332,2,2022-03-16
820,9991,7,2025-11-12
821,9427,5,2023-12-25
822,7425,1,2023-09-15
823,5565,10,2022-05-30
824,5858,6,2022-04-11
825,3375,4,2024-05-14
826,2819,7,2022-04-25
827,9610,4,2023-11-04
828,7581,9,2024-03-04
829,4632,1,2025-03-07
830,6567,8,2023-08-27
831,4169,5,2024-05-07
832,5724,6,2022-11-15
833,1746,5,2024-02-03
834,7296,6,2025-03-30
835,575,1,2024-03-17
836,4498,4,2023-11-26
837,1306,10,2024-02-05
838,1891,9,2023-07-24
839,7584,5,2025-02-14
840,2126,6,2023-11-09
841,1706,1,2025-01-11
842,6331,2,2022-03-08
843,5314,1,2024-01-03
844,6011,10,2023-04-23
845,429,4,2023-01-23
846,2819,1,2023-09-02
847,8845,7,2022-06-13
848,1238,1,2024-06-19
849,1943,7,2024-09-03
850,3401,4,2024-04-06
851,8774,8,2023-12-11
852,9030,10,2025-04-13
853,4083,9,2022-10-05
854,8848,4,2024-08-07
855,1962,5,2024-12-21
856,8636,6,2024-08-28
857,5136,3,2023-06-16
858,9517,9,2025-05-23
859,4979,3,2024-09-04
860,3100,8,2022-06-11
861,6528,10,2023-06-10
862,1485,6,2025-05-24
863,153,4,2022-11-23
864,2450,1,2024-09-16
865,3892,3,2024-03-31
866,7211,2,2022-08-28
867,9381,2,2024-02-13
868,5199,6,2023-01-14
869,7255,3,2022-09-02
870,364,3,2022-03-12
871,4475,3,2023-03-04
872,1375,6,2024-08-12
873,2495,1,2024-07-17
874,707,5,2023-10-28
875,8278,6,2024-12-21
876,3583,2,2023-12-29
877,1976,8,2023-06-03
878,3918,10,2024-01-13
879,9601,2,2023-07-02
880,1180,10,2024-04-11
881,115,9,2023-05-05
882,8138,6,2024-08-01
883,4450,4,2022-07-15
884,4438,7,2025-05-08
885,139,7,2024-04-15
886,4242,7,2024-09-07
887,1246,3,2023-06-14
888,7873,9,2022-09-14
889,9807,8,2025-09-24
890,3072,1,2022-09-22
891,1209,2,2024-07-19
892,1232,6,2024-11-29
893,526,7,2025-09-16
894,8135,9,2025-05-24
895,5110,2,2025-11-23
896,6783,5,2024-02-03
897,3100,9,2025-12-08
898,4992,10,2022-08-22
899,6470,5,2023-12-03
900,680,6,2025-11-08
901,5861,6,2024-08-04
902,1257,6,2024-02-11
903,9428,7,2023-10-09
904,2008,4,2025-03-29
905,3442,3,2023-10-27
906,822,1,2025-07-18
907,550,2,2025-10-24
908,499,4,2025-08-23
909,2458,8,2025-01-07
910,6695,6,2025-09-19
911,5742,6,2023-09-08
912,5005,2,2024-05-05
913,4626,8,2022-10-21
914,6812,4,2023-06-04
915,5519,7,2024-11-09
916,6984,3,2022-08-07
917,3812,1,2023-10-21
918,3139,1,2025-02-05
919,1402,7,2023-05-09
920,4305,8,2022-10-26
921,6981,5,2024-08-15
922,3953,10,2022-07-03
923,6432,1,2024-11-22
924,8834,3,2023-02-06
925,9939,2,2025-02-05
926,3587,6,2022-07-08
927,9513,1,2024-10-03
928,1548,4,2023-09-22
929,1638,9,2025-10-10
930,8175,6,2023-09-15
931,2220,9,2023-08-03
932,5130,4,2022-05-02
933,1569,4,2024-12-10
934,8915,3,2025-11-02
935,2563,6,2024-04-03
936,8681,9,2023-08-20
937,3516,6,2023-06-14
938,4270,5,2024-12-26
939,5256,1,2024-12-30
940,6304,2,2022-04-24
941,9270,10,2022-09-17
942,5306,10,2025-04-12
943,5541,9,2025-03-10
944,1317,4,2023-12-08
945,2522,3,2022-12-10
946,5814,4,2022-03-03
947,2623,2,2022-01-22
948,828,1,2023-06-09
949,2243,1,2023-09-25
950,2362,9,2024-06-10
951,440,7,2023-12-05
952,7922,2,2024-06-03
953,7522,7,2023-04-27
954,7204,6,2023-01-27
955,8797,8,2024-01-19
956,5225,4,2023-01-04
957,3380,8,2023-11-30
958,3179,3,2022-03-24
959,4459,3,2025-12-16
960,7422,5,2023-10-21
961,6650,3,2025-01-21
962,8939,4,2023-07-23
963,7830,1,2023-09-05
964,6515,1,2023-05-20
965,4508,8,2025-07-15
966,7891,1,2022-11-27
967,7155,2,2024-11-18
968,7634,1,2024-09-20
969,9341,8,2024-06-10
970,3436,10,2023-06-24
971,5539,1,2022-10-13
972,8247,9,2022-02-10
973,2039,6,2023-12-04
974,7136,9,2023-01-19
975,427,6,2025-07-08
976,1279,1,2023-01-29
977,8067,5,2023-06-12
978,1792,1,2023-03-14
979,845,7,2023-03-19
980,7285,9,2025-09-15
981,1242,7,2024-08-09
982,3143,10,2023-04-06
983,5445,8,2023-04-08
984,4468,6,2024-03-02
985,4000,9,2025-04-28
986,3819,10,2024-02-16
987,9364,3,2025-10-30
988,5207,3,2025-12-09
989,5026,1,2024-06-26
990,7275,10,2023-08-23
991,2732,4,2022-02-16
992,5052,4,2022-11-04
993,7355,4,2023-06-17
994,2378,10,2025-12-27
995,7535,10,2024-08-23
996,4094,9,2024-09-09
997,7926,8,2024-11-18
998,9509,5,2022-05-13
999,8156,2,2024-08-27
1000,8914,7,2022-05-09
1001,8619,1,2024-12-02
1002,9672,10,2024-06-03
1003,9100,8,2025-09-23
1004,7526,3,2024-06-02
